image_filename,image_class
data\cats\cat.4075.jpg,cat
data\dogs\dog.4417.jpg,dog
data\cats\cat.4956.jpg,cat
data\cats\cat.3815.jpg,cat
data\cats\cat.1572.jpg,cat
data\cats\cat.694.jpg,cat
data\dogs\dog.2577.jpg,dog
data\dogs\dog.289.jpg,dog
data\dogs\dog.3592.jpg,dog
data\dogs\dog.2603.jpg,dog
data\cats\cat.699.jpg,cat
data\dogs\dog.3001.jpg,dog
data\dogs\dog.1136.jpg,dog
data\dogs\dog.1403.jpg,dog
data\dogs\dog.1279.jpg,dog
data\cats\cat.1366.jpg,cat
data\cats\cat.4646.jpg,cat
data\dogs\dog.2010.jpg,dog
data\dogs\dog.2625.jpg,dog
data\dogs\dog.3840.jpg,dog
data\cats\cat.3070.jpg,cat
data\cats\cat.1957.jpg,cat
data\cats\cat.197.jpg,cat
data\cats\cat.2012.jpg,cat
data\cats\cat.2132.jpg,cat
data\cats\cat.4171.jpg,cat
data\dogs\dog.3888.jpg,dog
data\dogs\dog.4173.jpg,dog
data\dogs\dog.3052.jpg,dog
data\dogs\dog.4390.jpg,dog
data\dogs\dog.4894.jpg,dog
data\cats\cat.4435.jpg,cat
data\dogs\dog.3855.jpg,dog
data\dogs\dog.3801.jpg,dog
data\dogs\dog.3736.jpg,dog
data\dogs\dog.3748.jpg,dog
data\cats\cat.3618.jpg,cat
data\dogs\dog.4580.jpg,dog
data\cats\cat.3777.jpg,cat
data\dogs\dog.1077.jpg,dog
data\dogs\dog.155.jpg,dog
data\cats\cat.414.jpg,cat
data\dogs\dog.3335.jpg,dog
data\cats\cat.963.jpg,cat
data\cats\cat.860.jpg,cat
data\cats\cat.2905.jpg,cat
data\cats\cat.3988.jpg,cat
data\dogs\dog.887.jpg,dog
data\dogs\dog.1288.jpg,dog
data\dogs\dog.1592.jpg,dog
data\cats\cat.2472.jpg,cat
data\dogs\dog.2122.jpg,dog
data\cats\cat.3371.jpg,cat
data\dogs\dog.3318.jpg,dog
data\dogs\dog.2490.jpg,dog
data\dogs\dog.3515.jpg,dog
data\dogs\dog.4049.jpg,dog
data\dogs\dog.2506.jpg,dog
data\cats\cat.2385.jpg,cat
data\dogs\dog.1588.jpg,dog
data\dogs\dog.4048.jpg,dog
data\dogs\dog.1828.jpg,dog
data\dogs\dog.2453.jpg,dog
data\cats\cat.3040.jpg,cat
data\cats\cat.1115.jpg,cat
data\dogs\dog.127.jpg,dog
data\cats\cat.40.jpg,cat
data\dogs\dog.4522.jpg,dog
data\dogs\dog.2252.jpg,dog
data\dogs\dog.2340.jpg,dog
data\dogs\dog.3507.jpg,dog
data\cats\cat.4946.jpg,cat
data\dogs\dog.1603.jpg,dog
data\dogs\dog.1425.jpg,dog
data\cats\cat.1526.jpg,cat
data\dogs\dog.2063.jpg,dog
data\cats\cat.1577.jpg,cat
data\dogs\dog.2493.jpg,dog
data\cats\cat.4429.jpg,cat
data\dogs\dog.2519.jpg,dog
data\dogs\dog.2343.jpg,dog
data\cats\cat.2809.jpg,cat
data\dogs\dog.1623.jpg,dog
data\cats\cat.4958.jpg,cat
data\dogs\dog.3719.jpg,dog
data\dogs\dog.49.jpg,dog
data\cats\cat.4009.jpg,cat
data\dogs\dog.4244.jpg,dog
data\dogs\dog.900.jpg,dog
data\dogs\dog.1912.jpg,dog
data\dogs\dog.1991.jpg,dog
data\cats\cat.2196.jpg,cat
data\cats\cat.2489.jpg,cat
data\cats\cat.2496.jpg,cat
data\dogs\dog.2212.jpg,dog
data\cats\cat.3746.jpg,cat
data\cats\cat.1118.jpg,cat
data\cats\cat.945.jpg,cat
data\cats\cat.722.jpg,cat
data\dogs\dog.3685.jpg,dog
data\dogs\dog.4496.jpg,dog
data\dogs\dog.4850.jpg,dog
data\dogs\dog.2787.jpg,dog
data\dogs\dog.949.jpg,dog
data\cats\cat.1155.jpg,cat
data\cats\cat.2477.jpg,cat
data\dogs\dog.2320.jpg,dog
data\cats\cat.3095.jpg,cat
data\cats\cat.2583.jpg,cat
data\cats\cat.535.jpg,cat
data\dogs\dog.771.jpg,dog
data\dogs\dog.3632.jpg,dog
data\cats\cat.3223.jpg,cat
data\cats\cat.4163.jpg,cat
data\cats\cat.1972.jpg,cat
data\cats\cat.3861.jpg,cat
data\dogs\dog.341.jpg,dog
data\cats\cat.895.jpg,cat
data\cats\cat.4564.jpg,cat
data\cats\cat.2697.jpg,cat
data\dogs\dog.4312.jpg,dog
data\dogs\dog.1227.jpg,dog
data\dogs\dog.3425.jpg,dog
data\cats\cat.3566.jpg,cat
data\dogs\dog.2756.jpg,dog
data\cats\cat.3588.jpg,cat
data\dogs\dog.25.jpg,dog
data\dogs\dog.2366.jpg,dog
data\cats\cat.1951.jpg,cat
data\dogs\dog.3467.jpg,dog
data\dogs\dog.224.jpg,dog
data\dogs\dog.696.jpg,dog
data\dogs\dog.1619.jpg,dog
data\dogs\dog.2626.jpg,dog
data\dogs\dog.4607.jpg,dog
data\cats\cat.19.jpg,cat
data\dogs\dog.2573.jpg,dog
data\dogs\dog.3283.jpg,dog
data\dogs\dog.4468.jpg,dog
data\cats\cat.519.jpg,cat
data\dogs\dog.3051.jpg,dog
data\dogs\dog.2322.jpg,dog
data\dogs\dog.58.jpg,dog
data\dogs\dog.2052.jpg,dog
data\cats\cat.172.jpg,cat
data\cats\cat.3422.jpg,cat
data\dogs\dog.3529.jpg,dog
data\cats\cat.4437.jpg,cat
data\cats\cat.3228.jpg,cat
data\cats\cat.1975.jpg,cat
data\cats\cat.4419.jpg,cat
data\cats\cat.2499.jpg,cat
data\dogs\dog.3168.jpg,dog
data\dogs\dog.1296.jpg,dog
data\dogs\dog.3192.jpg,dog
data\dogs\dog.671.jpg,dog
data\dogs\dog.974.jpg,dog
data\dogs\dog.1109.jpg,dog
data\dogs\dog.3828.jpg,dog
data\dogs\dog.375.jpg,dog
data\cats\cat.4634.jpg,cat
data\dogs\dog.3636.jpg,dog
data\cats\cat.3459.jpg,cat
data\dogs\dog.4362.jpg,dog
data\cats\cat.4344.jpg,cat
data\cats\cat.2988.jpg,cat
data\cats\cat.1751.jpg,cat
data\cats\cat.3200.jpg,cat
data\dogs\dog.4299.jpg,dog
data\dogs\dog.2363.jpg,dog
data\cats\cat.684.jpg,cat
data\cats\cat.2722.jpg,cat
data\dogs\dog.3587.jpg,dog
data\dogs\dog.1849.jpg,dog
data\cats\cat.3306.jpg,cat
data\cats\cat.2119.jpg,cat
data\dogs\dog.1958.jpg,dog
data\dogs\dog.59.jpg,dog
data\cats\cat.2185.jpg,cat
data\dogs\dog.4229.jpg,dog
data\dogs\dog.2361.jpg,dog
data\dogs\dog.1783.jpg,dog
data\cats\cat.4783.jpg,cat
data\cats\cat.36.jpg,cat
data\cats\cat.3801.jpg,cat
data\dogs\dog.2223.jpg,dog
data\dogs\dog.403.jpg,dog
data\dogs\dog.3762.jpg,dog
data\cats\cat.4868.jpg,cat
data\cats\cat.1398.jpg,cat
data\dogs\dog.3472.jpg,dog
data\dogs\dog.547.jpg,dog
data\dogs\dog.153.jpg,dog
data\cats\cat.4538.jpg,cat
data\dogs\dog.4577.jpg,dog
data\cats\cat.1436.jpg,cat
data\dogs\dog.3246.jpg,dog
data\dogs\dog.2290.jpg,dog
data\cats\cat.2216.jpg,cat
data\dogs\dog.3282.jpg,dog
data\cats\cat.254.jpg,cat
data\dogs\dog.1534.jpg,dog
data\cats\cat.1415.jpg,cat
data\cats\cat.1289.jpg,cat
data\cats\cat.1119.jpg,cat
data\cats\cat.1139.jpg,cat
data\dogs\dog.222.jpg,dog
data\dogs\dog.2248.jpg,dog
data\cats\cat.3963.jpg,cat
data\cats\cat.4905.jpg,cat
data\dogs\dog.2825.jpg,dog
data\cats\cat.4664.jpg,cat
data\cats\cat.1703.jpg,cat
data\dogs\dog.2421.jpg,dog
data\dogs\dog.1058.jpg,dog
data\dogs\dog.1249.jpg,dog
data\dogs\dog.4733.jpg,dog
data\dogs\dog.4016.jpg,dog
data\cats\cat.3737.jpg,cat
data\cats\cat.4000.jpg,cat
data\cats\cat.2510.jpg,cat
data\dogs\dog.283.jpg,dog
data\cats\cat.577.jpg,cat
data\cats\cat.3037.jpg,cat
data\cats\cat.4069.jpg,cat
data\cats\cat.4.jpg,cat
data\dogs\dog.4503.jpg,dog
data\dogs\dog.4738.jpg,dog
data\cats\cat.2555.jpg,cat
data\dogs\dog.1622.jpg,dog
data\dogs\dog.75.jpg,dog
data\cats\cat.2207.jpg,cat
data\cats\cat.3179.jpg,cat
data\cats\cat.4303.jpg,cat
data\cats\cat.879.jpg,cat
data\dogs\dog.2583.jpg,dog
data\dogs\dog.3441.jpg,dog
data\dogs\dog.4069.jpg,dog
data\cats\cat.2455.jpg,cat
data\cats\cat.4606.jpg,cat
data\cats\cat.1386.jpg,cat
data\cats\cat.4045.jpg,cat
data\dogs\dog.4958.jpg,dog
data\dogs\dog.3915.jpg,dog
data\cats\cat.2944.jpg,cat
data\dogs\dog.3545.jpg,dog
data\dogs\dog.437.jpg,dog
data\cats\cat.4825.jpg,cat
data\dogs\dog.125.jpg,dog
data\dogs\dog.1446.jpg,dog
data\dogs\dog.3681.jpg,dog
data\cats\cat.1565.jpg,cat
data\dogs\dog.675.jpg,dog
data\dogs\dog.3359.jpg,dog
data\dogs\dog.2150.jpg,dog
data\dogs\dog.1011.jpg,dog
data\dogs\dog.1343.jpg,dog
data\dogs\dog.419.jpg,dog
data\cats\cat.22.jpg,cat
data\cats\cat.3315.jpg,cat
data\dogs\dog.2339.jpg,dog
data\dogs\dog.1287.jpg,dog
data\dogs\dog.1920.jpg,dog
data\dogs\dog.3504.jpg,dog
data\cats\cat.3809.jpg,cat
data\cats\cat.1680.jpg,cat
data\cats\cat.4545.jpg,cat
data\dogs\dog.1747.jpg,dog
data\dogs\dog.1461.jpg,dog
data\cats\cat.4068.jpg,cat
data\dogs\dog.441.jpg,dog
data\dogs\dog.907.jpg,dog
data\dogs\dog.1872.jpg,dog
data\dogs\dog.1926.jpg,dog
data\cats\cat.1925.jpg,cat
data\dogs\dog.1017.jpg,dog
data\cats\cat.1780.jpg,cat
data\cats\cat.701.jpg,cat
data\dogs\dog.2960.jpg,dog
data\cats\cat.846.jpg,cat
data\cats\cat.4073.jpg,cat
data\dogs\dog.3964.jpg,dog
data\cats\cat.1069.jpg,cat
data\cats\cat.3269.jpg,cat
data\cats\cat.1434.jpg,cat
data\cats\cat.3188.jpg,cat
data\cats\cat.2018.jpg,cat
data\cats\cat.2203.jpg,cat
data\cats\cat.1016.jpg,cat
data\cats\cat.866.jpg,cat
data\cats\cat.1987.jpg,cat
data\cats\cat.2304.jpg,cat
data\dogs\dog.3578.jpg,dog
data\dogs\dog.4719.jpg,dog
data\dogs\dog.4282.jpg,dog
data\dogs\dog.880.jpg,dog
data\dogs\dog.3662.jpg,dog
data\cats\cat.3465.jpg,cat
data\cats\cat.1349.jpg,cat
data\dogs\dog.523.jpg,dog
data\dogs\dog.2963.jpg,dog
data\cats\cat.4635.jpg,cat
data\dogs\dog.986.jpg,dog
data\dogs\dog.1176.jpg,dog
data\dogs\dog.2564.jpg,dog
data\dogs\dog.194.jpg,dog
data\dogs\dog.2146.jpg,dog
data\cats\cat.2188.jpg,cat
data\dogs\dog.2040.jpg,dog
data\cats\cat.3617.jpg,cat
data\dogs\dog.4182.jpg,dog
data\dogs\dog.163.jpg,dog
data\dogs\dog.2941.jpg,dog
data\dogs\dog.1882.jpg,dog
data\cats\cat.1657.jpg,cat
data\cats\cat.3508.jpg,cat
data\cats\cat.2032.jpg,cat
data\cats\cat.2738.jpg,cat
data\cats\cat.1327.jpg,cat
data\dogs\dog.2601.jpg,dog
data\cats\cat.4156.jpg,cat
data\dogs\dog.2613.jpg,dog
data\cats\cat.3962.jpg,cat
data\cats\cat.2010.jpg,cat
data\cats\cat.483.jpg,cat
data\cats\cat.1949.jpg,cat
data\dogs\dog.2885.jpg,dog
data\dogs\dog.2827.jpg,dog
data\dogs\dog.1199.jpg,dog
data\cats\cat.1566.jpg,cat
data\cats\cat.4245.jpg,cat
data\cats\cat.2261.jpg,cat
data\cats\cat.2635.jpg,cat
data\dogs\dog.3448.jpg,dog
data\cats\cat.4691.jpg,cat
data\cats\cat.1050.jpg,cat
data\cats\cat.260.jpg,cat
data\cats\cat.874.jpg,cat
data\cats\cat.1379.jpg,cat
data\dogs\dog.3649.jpg,dog
data\cats\cat.1770.jpg,cat
data\cats\cat.3405.jpg,cat
data\cats\cat.4276.jpg,cat
data\dogs\dog.2726.jpg,dog
data\cats\cat.3025.jpg,cat
data\cats\cat.3208.jpg,cat
data\cats\cat.4223.jpg,cat
data\dogs\dog.4054.jpg,dog
data\dogs\dog.1280.jpg,dog
data\dogs\dog.672.jpg,dog
data\dogs\dog.1701.jpg,dog
data\cats\cat.4160.jpg,cat
data\cats\cat.4594.jpg,cat
data\cats\cat.4670.jpg,cat
data\dogs\dog.315.jpg,dog
data\dogs\dog.2872.jpg,dog
data\cats\cat.4788.jpg,cat
data\cats\cat.1792.jpg,cat
data\dogs\dog.4827.jpg,dog
data\cats\cat.2465.jpg,cat
data\cats\cat.4090.jpg,cat
data\cats\cat.1687.jpg,cat
data\cats\cat.240.jpg,cat
data\cats\cat.3143.jpg,cat
data\cats\cat.4367.jpg,cat
data\dogs\dog.3819.jpg,dog
data\dogs\dog.44.jpg,dog
data\cats\cat.1111.jpg,cat
data\dogs\dog.4092.jpg,dog
data\cats\cat.2074.jpg,cat
data\cats\cat.4959.jpg,cat
data\dogs\dog.1919.jpg,dog
data\cats\cat.3490.jpg,cat
data\cats\cat.233.jpg,cat
data\dogs\dog.3751.jpg,dog
data\cats\cat.453.jpg,cat
data\cats\cat.458.jpg,cat
data\dogs\dog.491.jpg,dog
data\dogs\dog.552.jpg,dog
data\dogs\dog.2971.jpg,dog
data\dogs\dog.605.jpg,dog
data\dogs\dog.4269.jpg,dog
data\dogs\dog.1921.jpg,dog
data\dogs\dog.225.jpg,dog
data\dogs\dog.1973.jpg,dog
data\dogs\dog.1793.jpg,dog
data\cats\cat.4338.jpg,cat
data\cats\cat.4378.jpg,cat
data\cats\cat.2890.jpg,cat
data\cats\cat.1243.jpg,cat
data\cats\cat.1857.jpg,cat
data\cats\cat.4602.jpg,cat
data\dogs\dog.2742.jpg,dog
data\dogs\dog.1371.jpg,dog
data\dogs\dog.3689.jpg,dog
data\dogs\dog.4788.jpg,dog
data\cats\cat.514.jpg,cat
data\cats\cat.4658.jpg,cat
data\dogs\dog.3759.jpg,dog
data\dogs\dog.882.jpg,dog
data\cats\cat.2221.jpg,cat
data\cats\cat.2649.jpg,cat
data\dogs\dog.3935.jpg,dog
data\dogs\dog.1543.jpg,dog
data\dogs\dog.4320.jpg,dog
data\dogs\dog.2325.jpg,dog
data\dogs\dog.2196.jpg,dog
data\cats\cat.2247.jpg,cat
data\dogs\dog.1190.jpg,dog
data\dogs\dog.4172.jpg,dog
data\dogs\dog.4608.jpg,dog
data\dogs\dog.2666.jpg,dog
data\dogs\dog.2093.jpg,dog
data\cats\cat.3116.jpg,cat
data\dogs\dog.4055.jpg,dog
data\cats\cat.1341.jpg,cat
data\dogs\dog.3599.jpg,dog
data\dogs\dog.2387.jpg,dog
data\cats\cat.2446.jpg,cat
data\cats\cat.2112.jpg,cat
data\cats\cat.1528.jpg,cat
data\dogs\dog.1442.jpg,dog
data\dogs\dog.3298.jpg,dog
data\dogs\dog.1589.jpg,dog
data\cats\cat.2142.jpg,cat
data\cats\cat.2595.jpg,cat
data\dogs\dog.2211.jpg,dog
data\dogs\dog.4604.jpg,dog
data\dogs\dog.1414.jpg,dog
data\dogs\dog.356.jpg,dog
data\dogs\dog.1503.jpg,dog
data\cats\cat.899.jpg,cat
data\dogs\dog.678.jpg,dog
data\cats\cat.4587.jpg,cat
data\cats\cat.215.jpg,cat
data\cats\cat.4558.jpg,cat
data\dogs\dog.4230.jpg,dog
data\dogs\dog.689.jpg,dog
data\dogs\dog.2260.jpg,dog
data\dogs\dog.4932.jpg,dog
data\cats\cat.2794.jpg,cat
data\cats\cat.2534.jpg,cat
data\dogs\dog.1690.jpg,dog
data\dogs\dog.2364.jpg,dog
data\dogs\dog.3770.jpg,dog
data\cats\cat.4262.jpg,cat
data\dogs\dog.3165.jpg,dog
data\dogs\dog.3339.jpg,dog
data\cats\cat.4760.jpg,cat
data\dogs\dog.2533.jpg,dog
data\dogs\dog.4933.jpg,dog
data\cats\cat.134.jpg,cat
data\cats\cat.2941.jpg,cat
data\cats\cat.150.jpg,cat
data\cats\cat.3257.jpg,cat
data\cats\cat.3151.jpg,cat
data\cats\cat.299.jpg,cat
data\dogs\dog.3921.jpg,dog
data\dogs\dog.4252.jpg,dog
data\cats\cat.2605.jpg,cat
data\cats\cat.3527.jpg,cat
data\dogs\dog.294.jpg,dog
data\dogs\dog.4108.jpg,dog
data\cats\cat.1961.jpg,cat
data\cats\cat.4527.jpg,cat
data\dogs\dog.3552.jpg,dog
data\dogs\dog.4838.jpg,dog
data\dogs\dog.61.jpg,dog
data\cats\cat.655.jpg,cat
data\cats\cat.926.jpg,cat
data\dogs\dog.1128.jpg,dog
data\cats\cat.304.jpg,cat
data\dogs\dog.3711.jpg,dog
data\cats\cat.3014.jpg,cat
data\cats\cat.405.jpg,cat
data\cats\cat.954.jpg,cat
data\cats\cat.3619.jpg,cat
data\cats\cat.2723.jpg,cat
data\cats\cat.11.jpg,cat
data\cats\cat.4229.jpg,cat
data\dogs\dog.1352.jpg,dog
data\dogs\dog.3217.jpg,dog
data\dogs\dog.2080.jpg,dog
data\dogs\dog.1513.jpg,dog
data\cats\cat.2554.jpg,cat
data\dogs\dog.4691.jpg,dog
data\dogs\dog.3008.jpg,dog
data\cats\cat.3036.jpg,cat
data\dogs\dog.741.jpg,dog
data\dogs\dog.1163.jpg,dog
data\cats\cat.1935.jpg,cat
data\dogs\dog.1714.jpg,dog
data\cats\cat.3918.jpg,cat
data\cats\cat.475.jpg,cat
data\dogs\dog.3180.jpg,dog
data\cats\cat.555.jpg,cat
data\cats\cat.2594.jpg,cat
data\dogs\dog.246.jpg,dog
data\dogs\dog.2554.jpg,dog
data\dogs\dog.3659.jpg,dog
data\cats\cat.4962.jpg,cat
data\dogs\dog.223.jpg,dog
data\cats\cat.4289.jpg,cat
data\dogs\dog.2434.jpg,dog
data\cats\cat.2952.jpg,cat
data\dogs\dog.4510.jpg,dog
data\dogs\dog.4675.jpg,dog
data\dogs\dog.368.jpg,dog
data\cats\cat.2421.jpg,cat
data\cats\cat.4906.jpg,cat
data\dogs\dog.3063.jpg,dog
data\dogs\dog.4602.jpg,dog
data\cats\cat.4067.jpg,cat
data\dogs\dog.3766.jpg,dog
data\cats\cat.4723.jpg,cat
data\dogs\dog.3272.jpg,dog
data\cats\cat.423.jpg,cat
data\cats\cat.1223.jpg,cat
data\cats\cat.2233.jpg,cat
data\cats\cat.4860.jpg,cat
data\dogs\dog.2439.jpg,dog
data\cats\cat.2370.jpg,cat
data\cats\cat.4451.jpg,cat
data\cats\cat.20.jpg,cat
data\dogs\dog.4035.jpg,dog
data\dogs\dog.1860.jpg,dog
data\dogs\dog.3039.jpg,dog
data\dogs\dog.1711.jpg,dog
data\dogs\dog.3197.jpg,dog
data\dogs\dog.2425.jpg,dog
data\cats\cat.4535.jpg,cat
data\cats\cat.3456.jpg,cat
data\dogs\dog.1228.jpg,dog
data\dogs\dog.2588.jpg,dog
data\dogs\dog.2483.jpg,dog
data\cats\cat.1872.jpg,cat
data\dogs\dog.210.jpg,dog
data\dogs\dog.1381.jpg,dog
data\cats\cat.249.jpg,cat
data\dogs\dog.2997.jpg,dog
data\cats\cat.643.jpg,cat
data\dogs\dog.291.jpg,dog
data\dogs\dog.2903.jpg,dog
data\cats\cat.4557.jpg,cat
data\dogs\dog.1500.jpg,dog
data\dogs\dog.3668.jpg,dog
data\cats\cat.3163.jpg,cat
data\dogs\dog.3707.jpg,dog
data\cats\cat.2191.jpg,cat
data\cats\cat.2615.jpg,cat
data\cats\cat.1748.jpg,cat
data\cats\cat.629.jpg,cat
data\cats\cat.1980.jpg,cat
data\cats\cat.2075.jpg,cat
data\cats\cat.4556.jpg,cat
data\dogs\dog.1465.jpg,dog
data\dogs\dog.2702.jpg,dog
data\dogs\dog.4954.jpg,dog
data\cats\cat.4508.jpg,cat
data\cats\cat.2857.jpg,cat
data\dogs\dog.1376.jpg,dog
data\dogs\dog.3893.jpg,dog
data\dogs\dog.2830.jpg,dog
data\dogs\dog.2367.jpg,dog
data\cats\cat.3321.jpg,cat
data\dogs\dog.424.jpg,dog
data\dogs\dog.4427.jpg,dog
data\cats\cat.2985.jpg,cat
data\cats\cat.1052.jpg,cat
data\cats\cat.4305.jpg,cat
data\dogs\dog.14.jpg,dog
data\cats\cat.4165.jpg,cat
data\cats\cat.1540.jpg,cat
data\cats\cat.1635.jpg,cat
data\dogs\dog.3869.jpg,dog
data\cats\cat.1530.jpg,cat
data\cats\cat.1433.jpg,cat
data\cats\cat.89.jpg,cat
data\cats\cat.2993.jpg,cat
data\dogs\dog.588.jpg,dog
data\cats\cat.3211.jpg,cat
data\dogs\dog.1602.jpg,dog
data\cats\cat.1713.jpg,cat
data\dogs\dog.2685.jpg,dog
data\cats\cat.154.jpg,cat
data\dogs\dog.4327.jpg,dog
data\cats\cat.3955.jpg,cat
data\dogs\dog.789.jpg,dog
data\cats\cat.4012.jpg,cat
data\dogs\dog.3375.jpg,dog
data\dogs\dog.4387.jpg,dog
data\dogs\dog.1154.jpg,dog
data\cats\cat.2509.jpg,cat
data\dogs\dog.4605.jpg,dog
data\cats\cat.4081.jpg,cat
data\dogs\dog.4238.jpg,dog
data\dogs\dog.2641.jpg,dog
data\cats\cat.4048.jpg,cat
data\cats\cat.4391.jpg,cat
data\cats\cat.2897.jpg,cat
data\dogs\dog.3219.jpg,dog
data\dogs\dog.4127.jpg,dog
data\dogs\dog.2417.jpg,dog
data\cats\cat.1547.jpg,cat
data\cats\cat.4281.jpg,cat
data\dogs\dog.2450.jpg,dog
data\dogs\dog.3884.jpg,dog
data\dogs\dog.1833.jpg,dog
data\dogs\dog.2044.jpg,dog
data\cats\cat.354.jpg,cat
data\cats\cat.3281.jpg,cat
data\cats\cat.4718.jpg,cat
data\cats\cat.1812.jpg,cat
data\cats\cat.4595.jpg,cat
data\dogs\dog.4295.jpg,dog
data\cats\cat.3347.jpg,cat
data\cats\cat.1410.jpg,cat
data\dogs\dog.4583.jpg,dog
data\cats\cat.330.jpg,cat
data\dogs\dog.1915.jpg,dog
data\cats\cat.3491.jpg,cat
data\cats\cat.4713.jpg,cat
data\dogs\dog.983.jpg,dog
data\cats\cat.4940.jpg,cat
data\cats\cat.2570.jpg,cat
data\cats\cat.546.jpg,cat
data\cats\cat.3145.jpg,cat
data\dogs\dog.3922.jpg,dog
data\cats\cat.273.jpg,cat
data\dogs\dog.2682.jpg,dog
data\dogs\dog.1411.jpg,dog
data\dogs\dog.2815.jpg,dog
data\dogs\dog.3938.jpg,dog
data\cats\cat.3080.jpg,cat
data\cats\cat.4328.jpg,cat
data\cats\cat.3621.jpg,cat
data\cats\cat.4600.jpg,cat
data\cats\cat.2898.jpg,cat
data\cats\cat.1446.jpg,cat
data\dogs\dog.4632.jpg,dog
data\dogs\dog.703.jpg,dog
data\dogs\dog.2687.jpg,dog
data\cats\cat.350.jpg,cat
data\cats\cat.1027.jpg,cat
data\cats\cat.4389.jpg,cat
data\dogs\dog.832.jpg,dog
data\cats\cat.3958.jpg,cat
data\cats\cat.1719.jpg,cat
data\dogs\dog.1553.jpg,dog
data\dogs\dog.4967.jpg,dog
data\dogs\dog.3423.jpg,dog
data\cats\cat.583.jpg,cat
data\cats\cat.970.jpg,cat
data\dogs\dog.2140.jpg,dog
data\cats\cat.2251.jpg,cat
data\dogs\dog.3314.jpg,dog
data\dogs\dog.569.jpg,dog
data\dogs\dog.332.jpg,dog
data\dogs\dog.4736.jpg,dog
data\cats\cat.4574.jpg,cat
data\cats\cat.2351.jpg,cat
data\dogs\dog.2405.jpg,dog
data\dogs\dog.2309.jpg,dog
data\cats\cat.4457.jpg,cat
data\dogs\dog.4292.jpg,dog
data\cats\cat.4599.jpg,cat
data\dogs\dog.4715.jpg,dog
data\cats\cat.1400.jpg,cat
data\dogs\dog.2459.jpg,dog
data\cats\cat.2755.jpg,cat
data\cats\cat.4132.jpg,cat
data\cats\cat.1746.jpg,cat
data\dogs\dog.2461.jpg,dog
data\dogs\dog.1387.jpg,dog
data\cats\cat.2846.jpg,cat
data\dogs\dog.3407.jpg,dog
data\cats\cat.170.jpg,cat
data\cats\cat.744.jpg,cat
data\cats\cat.4806.jpg,cat
data\cats\cat.4440.jpg,cat
data\dogs\dog.2953.jpg,dog
data\dogs\dog.3737.jpg,dog
data\dogs\dog.4597.jpg,dog
data\cats\cat.3041.jpg,cat
data\dogs\dog.707.jpg,dog
data\dogs\dog.3119.jpg,dog
data\cats\cat.593.jpg,cat
data\cats\cat.1419.jpg,cat
data\cats\cat.2288.jpg,cat
data\dogs\dog.2028.jpg,dog
data\cats\cat.418.jpg,cat
data\dogs\dog.2303.jpg,dog
data\dogs\dog.4555.jpg,dog
data\cats\cat.400.jpg,cat
data\cats\cat.2742.jpg,cat
data\dogs\dog.866.jpg,dog
data\dogs\dog.4192.jpg,dog
data\cats\cat.3795.jpg,cat
data\dogs\dog.1842.jpg,dog
data\dogs\dog.2717.jpg,dog
data\cats\cat.3327.jpg,cat
data\cats\cat.2122.jpg,cat
data\cats\cat.379.jpg,cat
data\cats\cat.740.jpg,cat
data\cats\cat.3091.jpg,cat
data\cats\cat.241.jpg,cat
data\cats\cat.3221.jpg,cat
data\cats\cat.339.jpg,cat
data\dogs\dog.3248.jpg,dog
data\cats\cat.500.jpg,cat
data\cats\cat.2748.jpg,cat
data\dogs\dog.1433.jpg,dog
data\cats\cat.4266.jpg,cat
data\dogs\dog.2095.jpg,dog
data\dogs\dog.3519.jpg,dog
data\dogs\dog.3566.jpg,dog
data\dogs\dog.2372.jpg,dog
data\cats\cat.1829.jpg,cat
data\dogs\dog.4300.jpg,dog
data\dogs\dog.4045.jpg,dog
data\dogs\dog.2242.jpg,dog
data\cats\cat.1881.jpg,cat
data\dogs\dog.1841.jpg,dog
data\cats\cat.3177.jpg,cat
data\dogs\dog.2752.jpg,dog
data\dogs\dog.711.jpg,dog
data\cats\cat.512.jpg,cat
data\cats\cat.1663.jpg,cat
data\cats\cat.4884.jpg,cat
data\cats\cat.2390.jpg,cat
data\cats\cat.3132.jpg,cat
data\cats\cat.4481.jpg,cat
data\cats\cat.2186.jpg,cat
data\dogs\dog.1719.jpg,dog
data\dogs\dog.1875.jpg,dog
data\cats\cat.1723.jpg,cat
data\cats\cat.2133.jpg,cat
data\dogs\dog.1131.jpg,dog
data\cats\cat.1939.jpg,cat
data\dogs\dog.490.jpg,dog
data\cats\cat.1923.jpg,cat
data\cats\cat.4986.jpg,cat
data\cats\cat.3728.jpg,cat
data\dogs\dog.2728.jpg,dog
data\cats\cat.185.jpg,cat
data\dogs\dog.2650.jpg,dog
data\cats\cat.3581.jpg,cat
data\cats\cat.3415.jpg,cat
data\cats\cat.18.jpg,cat
data\cats\cat.1233.jpg,cat
data\dogs\dog.4816.jpg,dog
data\cats\cat.1765.jpg,cat
data\cats\cat.4359.jpg,cat
data\cats\cat.3886.jpg,cat
data\dogs\dog.1815.jpg,dog
data\dogs\dog.1750.jpg,dog
data\dogs\dog.4000.jpg,dog
data\cats\cat.3924.jpg,cat
data\cats\cat.2073.jpg,cat
data\cats\cat.3452.jpg,cat
data\dogs\dog.4563.jpg,dog
data\dogs\dog.3232.jpg,dog
data\cats\cat.1403.jpg,cat
